ID,Comment Text,Token Count,Label
3081,Gthich giup tại sao người yêu cũ phải giúp đỡ vậy,14,Trung lập
3082,Khổ thân con bé,4,Không ủng hộ
3083,Dispacth đến để giúp anh giải nghệ,9,Không ủng hộ
3084,-1 anh chồng,3,Không liên quan
3085,"Dispatch thì uy tín ời,",7,Không ủng hộ
3086,giúp ảnh giải nghệ =,5,Không ủng hộ
3087,drama hơn cả drama penthouse :,6,Không liên quan
3088,yêu Dispatch nhất,3,Ủng hộ
3089,Thật rồi sao?,4,Trung lập
3090,bênh nữa đi bênh tiếp đi,6,Không ủng hộ
3091,""" Tin mỗi Dispacth "" ơ ơ các bạn đâu rồi =",14,Ủng hộ
3092,vào rút ống thở chứ cứu hồi nào,8,Không ủng hộ
3093,hóng cuốn hơn phim nữa,5,Trung lập
3094,Haizzzzz cô ấy đã đi rồi tôi nghĩ giờ có khui ra làm gì,17,Trung lập
3095,-1 chồng nhé,3,Không liên quan
3096,rồi lên núi ở luôn,5,Không liên quan
3097,Chuyến này Kim soo hyun toang=,8,Không ủng hộ
3098,dispatch rút ống thở,5,Không ủng hộ
3099,Rồi chớt quớt luôn,6,Không liên quan
3100,Người yêu mà tưởng cho vay nặng lãi sợ qué,11,Không ủng hộ
3101,Này giải nghệ chứ giải oan gì nữa,8,Không ủng hộ
3102,"đó, cứu chỗ nào",5,Không liên quan
3103,Dispatch vào rút ống thở cho ảnh roi bà oi,10,Không ủng hộ
3104,Dispatch tiễn anh đi à,5,Không ủng hộ
3105,"hôm qua mấy đứa fan ảnh nghe dispatch vào tung bằngchung cứu ảnh vào comment thấy mđ comment ""tôi tin ảnh liêm"", ""tôi còn tin anh "" nay thấy tin này chắc thở oxy ht quá:",47,Không ủng hộ
3106,Rồi ủa alo Dispatch đã cứu giữ chưa.,10,Trung lập
3107,Vì sao đưa anh tơi- Dispatch tiễn anh đi,11,Không ủng hộ
3108,Bọn mình kết thúc thật rồi phải không kim soo hyun ơi,12,Không liên quan
3109,dispatch “để anh tiễn chú 1 đoạn”,11,Không ủng hộ
3110,ủa = tưởng cứu,4,Không liên quan
3111,cho dù có chuyện gì đi nữa tui cũng là fan của Không Hae In,15,Không liên quan
3112,End chưa nhờ,3,Trung lập
3113,Vì tinh tú còn tốt hơn vì sao,8,Không liên quan
3114,ũa tưởng cứu nào ngờ,5,Không ủng hộ
3115,Cất poster mãi mãi,5,Không ủng hộ
3116,Cứu ảnh đi,3,Ủng hộ
3117,quên luôn vụ thả bom nhầm à,7,Không liên quan
3118,Thương c quá đi,4,Ủng hộ
3119,Dispatch vào cú ... cú vào đầu Kim soo hyun,10,Không ủng hộ
3120,"dispatch khui là dính chiêu 2 điêu thuền rồi đó, tiễn rồi đó",16,Không ủng hộ
3121,"Bửa giờ đang hấp hối thui,ai triệu hồi Dispatch lên rút ống thở lun za,mấy em bênh oppa đâu rùi",29,Không ủng hộ
3122,Dispatch vào cứu...cú vô đầu Kim soo hyun,11,Không ủng hộ
3123,Dispatch nhảy dô trợ tử cho anh :,9,Không ủng hộ
3124,"vì sao đưa anh tới, quả báo mang anh đi :",14,Không ủng hộ
3125,Tệ bài trừ,3,Không ủng hộ
3126,Này rút ống thở chứ cứu gì=,9,Không liên quan
3127,Hình như Kim Soo Hyun giải thích rồi mà,9,Trung lập
3128,nghe hàng xóm kể???,7,Không liên quan
3129,12 tỷ mấy chứ đâu ít,6,Không liên quan
3130,Ngày snhat Kim Soo Hyun - ngày giỗ Kim Sae Ron,14,Không ủng hộ
3131,hết cứu ròi sao,4,Không ủng hộ
3132,Dispatch để ah tiễn em đoạn đg cuối cùng,10,Không ủng hộ
3133,Không biết dùng ngôn từ gì để nói nữa.,10,Trung lập
3134,Fan còn bênh nổi idol nữa không,7,Không ủng hộ
3135,Thương cho cô gái ấy !,6,Không ủng hộ
3136,phốt to thế này em cứu anh làm sao được đây,11,Không ủng hộ
3137,rồi chính thức thoát fan,5,Không ủng hộ
3138,nào mấy fan cuồng của Kim soo hyun cứ ngồi mà chờ idol lật đi nhá=làm gì có mùa xuân đấy,24,Không ủng hộ
3139,Toang thật rồi !!!!,8,Không ủng hộ
3140,hơn cả penthouse,3,Không liên quan
3141,tao vẫn phe Kim sae ron,7,Không ủng hộ
3142,Con kia có sao thì ông kia mới ép chứ. Kkkk văn của mấy bà,18,Không ủng hộ
3143,Hết cứu anh nổi,4,Không ủng hộ
3144,"lúc yêu gửi thư tình, hết yêu gửi giấy nợ",12,Không ủng hộ
3145,vì sao sắp mang anh đi,6,Không liên quan
3146,gòi xong anh soomen về hưu sớm,10,Không ủng hộ
3147,"Sao anh này lạ vạy bao nhiu tièn đâu anh này nhiu tièn lăm , mà sao nỡ",22,Không ủng hộ
3148,yêu đương cũng không nên quá phụ thuộc dựa dẫm..thiếu nợ thì phải lo trả chn bình thường mà,23,Trung lập
3149,Ủa…. Nợ tiền người ta đòi là đúng rồi…. Thêm cả từ bao giờ không cho vay tiền là có tội vậy.????,34,Trung lập
3150,Dã man bây giờ vẫn có đứa vào bênh cho được các em còn trẻ người non dạ lắm,19,Không ủng hộ
3151,Công ty nó đòi thì liên quan gì ổng ta. Mượn người yêu cũ không được thì người yêu cũ có lỗi hả ta.,26,Ủng hộ
3152,Chia tay không cho đòi nợ là sao. Không. Lẽ cho luôn,14,Không ủng hộ
3153,Con nào kêu ộp pa vô tội ra xem,9,Không ủng hộ
3154,Một ngày quá nhiều drma,6,Không liên quan
3155,Giờ hết bênh hết cứu nhé,6,Không ủng hộ
3156,sao không thấy ai vô nhận chồng nữa nhỏ,9,Không liên quan
3157,đủ wow rồi đó kết bài ngay đi!,10,Không ủng hộ
3158,bảo sao kim jw chạy mất dép.j97 phiên bản korea,15,Không ủng hộ
3159,Yêu trẻ vị thành niên nhé,6,Không ủng hộ
3160,Hẹn hò hay không thì mình thiếu tiền mình trả được hôn. Thiết nghĩ gia đình bé đâu lúc đó . Dispatch chỉ là đưa tin chứ chẳng nói lên gì,32,Trung lập
3161,giờ ai bênh ổng nữa tao cũng chịu,8,Không ủng hộ
3162,nói chung việc nợ là phải trả tao không bênh được chuyện này,13,Không ủng hộ
3163,"Anh Di Đà Phật. Đừng bao giờ tự sát, vì sau khi tự sát cứ 7 ngày bạn phải diễn lại cảnh đó 1 lần, thống khổ vô cùng, tự sát kp giải thoát đâu",45,Không liên quan
3164,"Dispatch vào cứu hỏa , mắc cái Kim soo hyun là lửa",13,Không ủng hộ
3165,Tao bênh đàn ông,4,Ủng hộ
3166,Diispatch rút ống thở Kim soo hyun,9,Không ủng hộ
3167,giờ chỉ sang Việt Nam bán xôi ở cổng trường anh sẽ bình yên không thì mong anh sớm gặp em ấy,22,Không ủng hộ
3168,sao phải cất,3,Không liên quan
3169,chia tay cũng bị cũng bị lên án. Ở Việt nam có stmtp có làm sao đâu,21,Không liên quan
3170,"Tiền chứ không phải lá mít mà mượn không trả , giờ đang là giai đoạn đổ thừa . Chạy thui",21,Không ủng hộ
3171,không qtam lắm nhưng vụ bỏ bơm nhằm nhà dân chìm lun .,15,Không liên quan
3172,"Sae Ron không có fandom tử tế là thiệt. Vì từ khi về công ty này làm gì có phim nào ra hồn. Con nhỏ chỉ để lại ấn tượng trong khán giả về những bộ phim lúc bé với hình tượng ngây thơ, mắt",51,Trung lập
3173,người chet la người thắng,5,Không ủng hộ
3174,Chịu mấy đứa vẫn bênh,5,Không ủng hộ
3175,có vay đâu mà trả nợ,6,Trung lập
3176,cậu bé đó tin tưởng cháu quá ha,8,Trung lập
3177,Giờ có nhận là người yêu J97 cũng không thoát nỗi,12,Không ủng hộ
3178,Yêu thế này hỏng,4,Không liên quan
3179,Không thể tha thứ cho thằng Kim soo hyun,9,Không ủng hộ
3180,con lạy mấy má kêu nó không sai,8,Không ủng hộ
3181,Dispatch là ai zợ,5,Không liên quan
3182,dispatch thanh minh dispatch thanh trừng,8,Trung lập
3183,không cất :,3,Không liên quan
3184,Kì này anh tao chắc đi xa,7,Không ủng hộ
3185,"Dispatch có cứu Kim soo hyun, cấp cứu",10,Trung lập
3186,"Vì sao đưa anh tới, Dispatch đưa anh đi",12,Không ủng hộ
3187,anh lật được là em nể mỗi anh,8,Ủng hộ
3188,ủa không phải nói dispatch sẽ giúp Kim Soo Hyun à là tao hóg q trời,19,Trung lập
3189,ai tóm tắt dùm được không ạ,7,Trung lập
3190,"Đòi tiền lúc Kim sae ron khó khăn thì đúng là Kim soo hyun sai nhưng thử hỏi chia tay mấy năm rồi thì sao anh ta phải có nghĩa vụ che chở cho người yêu cũ? Còn về gia đình Kim sae ron thì sao, lúc yêu đương với Kim soo hyun sao không ngăn cản, đến lúc em ý tự sát mới dãy lên đòi danh dự, có thật sự thương con gái không hay vì điều gì khác?? Kim sae ron tự sát do nhiều yếu tố, không phải là chính Knet bức cô ấy c.het sao giờ lại đẩy hết tội lỗi cho Kim soo hyun vậy...",128,Ủng hộ
3191,Cùng là ruồng bỏ người yêungười yêu cũ khi hoạn nạn.nhưng nếu đặt vị trí ngược lại thì phụ nữ chỉ cần nói “thanh xuân của tôi” cái là phủi sạch trách nhiệm đàn ông sẽ là người bị chửi.ngược lại đàn ông làm,56,Không ủng hộ
3192,Thật ra không biết hai người họ đã xảy ra chuyện gì mà đến mức Kim soo hyun giống như là căm ghét và tuyệt tình với cô ấy đến như vậy. Còn cô thì vẫn cứ giấu và bảo vệ anh ta đến giây phút cuối cùng .,50,Trung lập
3193,"Thứ nhất họ yêu nhau là việc của họ, bjo có bằng chứng Kim Soo Hyun qhtd với Kim Sae Ron trước 18tr thì đó mới là có tội. Còn tất cả thì Kim Soo Hyun chẳng liên quan gì. Kim sae ron còn cố tình tiết lộ ảnh để ép Kim Soo Hyun nữa.tiền là tiền của anh. Anh đòi lại thì là tội ở đâu",80,Ủng hộ
3194,ngoài đời nợ nhau có mấy chục triệu còn đòi lên xuống chửi bới kiện cáo khắp nơi nữa là 12 tỷ. vay là của công ty cho vay. là tiền mồ hôi công sức của cả công ty. chả nhẽ muốn Kim soo hyun phải đứng ra trả cho với danh nghĩa người yêu cũ à?,62,Ủng hộ
3195,nợ 12 tỷ 2 năm chưa thấy con nợ hó hé gì mới phải tới mức đâm đơn kiện : tiền là mít à bạn nữ thật sự rất tội luôn nhưng không thể nào nói ông kia sai vì đi đòi nợ được tiền cũng côngty,50,Trung lập
3196,Dispacth giúp Dispacth tiễn,8,Không ủng hộ
3197,F5 có dấu hiệu liệt,5,Không liên quan
3198,anh có sắc mà không có đức,7,Không ủng hộ
3199,Yêu người ta tận 6 năm trời bao nhiu ảnh thân mật bị leak vậy mà còn dám mạng mồm đính chính không hẹn hò mà nhìu đứa còn vô bênh eo ôi,36,Không ủng hộ
3200,"Sau ngần ấy năm, cuối cùng em cũng bước ra khỏi anh tt vào ngày sn của Kim soo hyun thương cô bé",24,Không liên quan
3201,"VĂN MẪU THOÁT FAN! “Tạm biệt Kim Soo Hyun, khóc xong rồi thì thôi cất gọn poster anh vào góc, mình tạm thời không nhìn nhau anh nhé. Mỗi lần nhìn thấy anh em sợ lại làm tim mình đau hơn. Em không biết em có vượt qua cú sốc này không nữa. Chờ anh mấy năm, để rồi nhận trái đắng như vậy. Album đặt rồi cũng không muốn lấy về nữa. Em chưa đủ chín chắn để chấp nhận sự thật này, chắc là vậy, nên em đành ích kỷ vậy thôi”.",118,Không ủng hộ
3202,Tội Kim sae ron,5,Không ủng hộ
3203,"chuyện đòi nợ thì khui. mà chuyện tình người ta chia tay trong êm đềm mấy năm rồi, khui vậy tội cổ bây.",29,Không ủng hộ
3204,rồi là giải oan chưa hay là giải nghệ luôn :,11,Trung lập
3205,hahha được đó tưởng cứu vớt ảnh không=,12,Không ủng hộ
3206,Tội nghiệp mấy đứa bênh Kim soo hyun chờ dispatch minh oan mà dispatch RÚT ỐNG THỞ Kim soo hyun luôn rồi,28,Không ủng hộ
3207,Dispatch rút ống thở Kim Soo Hyun,7,Không ủng hộ
3208,đừng màaaaaa,6,Trung lập
3209,Sea Ron vay tiền để làm gì vậy ạ,10,Trung lập
3210,sao tự tự J97,5,Không liên quan
3211,Ủa tao tưởng…,6,Trung lập
3212,chính phủ hàn nó tung chiêu này để tránh xíu xíu cái vụ máy bay diễn tập đó,18,Không liên quan
3213,còn nhiều đứa bênh lắm,5,Trung lập
3214,giờ lôi poster ra đốt là được rồi đó,9,Không ủng hộ
3215,anh Dispatch vào là chịu òi,6,Không ủng hộ
3216,"Dispatch cứu ảnh mà, cấp cứu",7,Ủng hộ
3217,trước khi mất tay bả đã có nhiều vết thương rồi nghe mà thương quá chắc phải tuyệt vọng đến mức nào thì bả mới nghĩ đến cách cực đoan như vậy,32,Không ủng hộ
3218,Không sao mà,3,Trung lập
3219,dispatch là gì vậy mọi người,7,Trung lập
3220,"Em thật không ngờ , em buồn anh lắm",9,Không ủng hộ
3221,dispatch rút ống thở của ổng rồi,8,Không ủng hộ
3222,Dispatch ra tay Kim Soo Huyn bay sự nghiệp=,12,Không ủng hộ
3223,Thôi rồi.,4,Không liên quan
3224,ai đồn dispatch vô bênh vậy,7,Trung lập
3225,dispatch kiểu: tao chờ ngày này lâu lắm rồi,12,Không liên quan
3226,ủa tưởng cứu ai dè rút ống thở hở,9,Không ủng hộ
3227,dispatch tiễn nốt đoạn cuối hả??,9,Không ủng hộ
3228,"Đợi Dispacth lên cứu, Dispacth lên tiễn",13,Không ủng hộ
3229,"Dispatch giải oan, anh giải nghệ",8,Không ủng hộ
3230,dispatch rút ống thở của Kim soo hyun,9,Không ủng hộ
3231,dsp rút ống thở,5,Không liên quan
3232,Dispatch cứu ảnh đi sớm hơn để cho ảnh khỏi đau đớn,13,Trung lập
3233,Dispatch rút ốn thở Kim soo hyun,7,Không ủng hộ
3234,dispacth đóng hòm cho Kim Soo Hyun,9,Không ủng hộ
3235,Hẳn là CỨU,5,Không liên quan
3236,nhỏ dispatch cũng cứu….. mà là cấp cứu anh Kim soo hyun đưa ảnh vào thẳng phòng cấp cứu và rút máy thở của ảnh,29,Không ủng hộ
3237,Tưởng cứu ai ngờ chôn thêm :,7,Không ủng hộ
3238,rút ống thở à dispacth ơi=,10,Không ủng hộ
3239,Dispatch vào cứu nhưng mà là cấp cứu :,9,Không ủng hộ
3240,ván bài lật ngửa,4,Không liên quan
3241,hết yêu kim soo huyn,6,Không ủng hộ
3242,Đã từ rất lâu tao đã nói không sai comment bị fan chỉ trích quá nhìn mặt là biết mà quá nhiều fan tao nói coi khi nào lòi ra bộ mặt thật và bây giờ đã lòi ra rồi,40,Không ủng hộ
3243,Ủa rồi dispatch nói lên đính chính cho ảnh mà sao zị,15,Trung lập
3244,Dispacth anh nhắc em,6,Trung lập
3245,Tưởng Dispath cho bình oxi ai ghờ rút đời ống thở,14,Không ủng hộ
3246,Giờ cất poster hay còn quay xe gì nữa không,10,Trung lập
3247,Chia tay rồi mà… nếu đang quen lun thì được mấy người cho mượn số tiền lớn vậy,20,Trung lập
3248,Từ giờ không còn bộ phim nào ra đời mang ten dv Kim Soo Hyun,16,Không ủng hộ
3249,"Đang tính cày lại queen of tears thì bình thường được tin chấn động này, mà mê film quá giờ sao đây, hay ghép mặt cha eun woo vô được không =?",39,Trung lập
3250,"Tuỳ vào suy nghĩ của mỗi người. Mình thì thấy Kim Soo Hyun chẳng có gì để lên án. Chia tay thì từ thời nào rồi, nợ thì đòi. Tự nhiên mọi người lại tẩy chay. Không hiểu bị báo đài dắt mũi kiểu gì. Phải/sao: mình không thần tượng ai cả , đây là ý kiến cá nhân thôi",76,Ủng hộ
3251,"Kim Sae Ron tự làm tự chịu, bắt đầu từ Kim Sae Ron thì Kim Sae Ron nó tự kết thúc rồi",27,Không ủng hộ
3252,Lúc sống sao không ai thương tiếc dùm ??? Rồi jo chết rồi làm vậy được gì ?,20,Không liên quan
3253,cứu không nổi anh rồi chồng ơi...,9,Không ủng hộ
3254,"Sao phải đợi em ấy mất mới bắt đầu thấu hiểu,khi em ấy sống làm mọi cách cầu cứu lại chẳng ai quan tâm",27,Không ủng hộ
3255,Chuyến này tàn đời anh rồi,6,Không ủng hộ
3256,vạy là phải đổi chồng hả,6,Không liên quan
3257,Rồi rút ống thở được rồi mấy đứa,8,Không liên quan
3258,Vãi cả chưởng,4,Không liên quan
3259,"Tất cả mọi chuyện đã rõ rồi, giờ fan chỉ chờ anh lên tiếng thôi, việc cũng nỡ rồi sai thì sửa,bọn em vẫn chờ anh",34,Ủng hộ
3260,là cứu dữ rồi đó,5,Trung lập
3261,Tuổi thìn đẹp,4,Không liên quan
3262,ủa sao nảy báo nào viết Dispatch vào cứu ảnh mà,11,Trung lập
3263,Dispatch cứu Kim soo hyun như bé Vy cứu J97,11,Không liên quan
3264,tưởng Dispatch vào cứu,4,Trung lập
3265,Oke . Để em cất poster cho dứt khoát,10,Không ủng hộ
3266,"vấn đề cho dù ổng có giàu đóng mấy tập có thể bù lại, nhưng đó tiền ổng, ổng có quyền đòi thiếu nợ thì phải trả thôi",32,Trung lập
3267,dispatch cứu Kim Soo Hyun như cách bé vy cứu jack vậy=,15,Không liên quan
3268,Rồi xong tưởng Dispacth vào cứu,8,Không ủng hộ
3269,Nỗi Sai Ông Này Là Yêu bà kia dưới .... công khai số điện thoại cho truyền thông . Nỗi Sai Của Bà Kia Là Trước Lúc Mượn Thì Phải lường trước mình có khả năng chi trả không và quyết định tự sát vô cùng sai,47,Không ủng hộ
3270,Dispacth rút ống thở luôn rồi,8,Không ủng hộ
3271,chơi vỗ tàn canh sự nghiệp luôn trơi,9,Không ủng hộ
3272,dispatch up ở đâu vậy ạ,7,Không liên quan
3273,Này thì cứu,3,Không ủng hộ
3274,vì sao đưa anh tới dispatch tiễn anh đi,10,Không ủng hộ
3275,dispatch rút ống thở vì sao đưa ah đi luôn,11,Không ủng hộ
3276,"vì sao đưa anh tới, Dispatch tiễn anh đi",12,Không ủng hộ
3277,Bán nhà 8tỷ mốt won đền tiền QC đi cho biết,12,Không ủng hộ
3278,"Mọi người nên lên phở đọc full bài để biết công ty khonnan như nào nhé. Chính công ty bảo không cần trả, nếu có đóg phim thì trích trả dần.Sau công ty bỗng gửi đơn kêu không trả luôn thì sẽ ra toà :",53,Trung lập
3279,tao xem phim hàn tao mê mỗi ổng giờ ổng vậy không muốn nhận idol nữa luôn á. hôm đầu nghe tin sốc vch xong nghĩ đến bả tự sát đúng sn ổng nữa nên tao chả tin nổi. giờ sai rõ vậy dispatch cũng chả bênh,51,Không ủng hộ
3280,rồi hết liêm luôn,4,Không ủng hộ
3281,"Tưởng vào thanh minh cho Kim Soo Hyun, ai ngờ thanh trừng chả luôn",15,Không ủng hộ
3282,Giờ chỉ có Kim sae ron trùng sinh mới cứu được ổng,13,Không ủng hộ
3283,Fan chỉ trích tao đâu vô đây,7,Không liên quan
3284,ủa mà vụ mong muốn 41t quen người yêu 20t là thật hả rồi lúc quen bạn kia 15 tuổi có thật không,26,Trung lập
3285,"quá đã, tao thích cái kết này",8,Không ủng hộ
3286,giá như chị ấy còn sống,6,Trung lập
3287,tôi cám ơn lấy lại công lý cho người đã khuất,11,Không ủng hộ
3288,dispatch cứu ảnh bằng cách rút ống thở,9,Không ủng hộ
3289,"dispatch to Kim soo hyun: để tui vào kéo ông nè, kéo ông xuống=",21,Không ủng hộ
3290,Ey là Dispatch là gì? Là cá nhân hay tổ chức nhà nước gì à???,21,Trung lập
3291,Dispatch bận cứu Jennie rồi,6,Không liên quan
3292,chữ Giờ trong tên anh hoá ra là chữ Hèn,11,Không ủng hộ
3293,đem cho tao bình oxi đi,6,Không liên quan
3294,Đã Dispatch rồi còn hàng xóm thì cứu sao nổi,10,Không ủng hộ
3295,Bảo sao gu mấy em mầm non Trước hay nghe bảo rồi mà nghĩ đùa thôi không ngờ thích chăn rau non thật :,24,Không ủng hộ
3296,"Đợt trước có bài con bé đi từng cửa hàng đền bù và xin lỗi. Cái khoản nợ 700 triệu là đền bù cho 1 đoàn phim chứ mấy cái quảng cáo bị hủy và đi đền bù cho mấy cửa hàng là nó trả bằng tiền của nó hết. Nó cũng đang lên kế hoạch mở quán cf với người quen để kiếm tiền trả nợ. Phải chi cho nó thêm chút thời gian câu chuyện đã khác. Không đòi mà gửi giấy nợ làm gì, rồi leak số người ta. Thà đừng thanh minh còn hơn.",112,Không ủng hộ
3297,Hôm qua coi được bài giờ chỉ có Dispatch mới cứu nổi Kim soo hyun chứ. Ai dè =,20,Trung lập
3298,Ai tóm tắt với ạ?,6,Trung lập
3299,"rồi xong, còn gì nữa đâu",8,Trung lập
3300,Mấy con bênh đâu rồi,5,Không ủng hộ
3301,Hên tin mỗi quý bà smell,8,Không ủng hộ
3302,cái tao qtam là công ty đòi tiền là công ty của Kim Soo Hyun mới ác :,19,Không ủng hộ
3303,"Rồi luôn cứ tưởng Dispatch kéo ảnh lại, ai dè đưa ảnh đi xa luôn",17,Không ủng hộ
3304,đòi tiền thì cũng từ từ người ta làm người ta trả chớ..12tỷ mà như 12ngan,21,Không ủng hộ
3305,Làm đấy chính là thứ người hâm mộ thất vọng về cách hành xử của anh ta,17,Không ủng hộ
3306,trời cứu chứ ai cứu nổi,6,Không liên quan
3307,"Đòi nợ là không sai, nhưng nói rằng với tình hình tài chính của cô ấy có thể trả nợ nhanh hay không anh ta không biết thì tui không tin, vậy anh ta thừa hiểu anh ta đang ép cô ấy vào đường cùng nhưng anh ta vẫn",52,Không ủng hộ
3308,"thấy tội bà Kim sae ron thôi gia đình cũng chẳng ra gì,đi đóng phim từ nhỏ để kiếm tiền giúp gia đình, khổ thân Kim sae ron đợt đăng ảnh đó chắc bả bí bách lắm mới làm như vậy",48,Không ủng hộ
3309,dispacth vào cú anh ra khỏi showbiz :,10,Không ủng hộ
3310,Tưởng cứu ai ngờ dispatch tiễn anh đoạn cuối,10,Không ủng hộ
3311,"Chủ yếu muốn dày vò tâm lý con bé, nhưng mà sức chịu đựng mỗi người khác nhau, nhỏ tũng quẫn tự sát luôn",28,Không ủng hộ
3312,cái báo này ngày xưa cay nghiệt bả dữ lắm nè :,12,Không liên quan
3313,"Đòi tiền là đúng, nhưng con bé là trụ cột gia đình mà vừa đền hợp đồng chưa kịp lắng xuống còn đi leak số điện thoại con bé cho phóng viên, áp lực vật chất lẫn tinh thần vậy còn siết nợ, không có tình người hả?",56,Không ủng hộ
3314,Dispatch đổ keo dán sắt vô ống thở :,9,Không liên quan
3315,Dispatch thì phải tin rồi thật không vậy trời,9,Trung lập
3316,ủa dispacth ơi,5,Không liên quan
3317,"ủa nhưng mà tao hỏi cái 2021 chia tay rồi : cái 2024 nhắn tin mượn tiền thì phải cho mượn hả mọi người ??? thêm 1 cái là yêu nhau 6 năm cho dù có qh thì chẳng lẽ không tự nguyện, hay ảnh ép mà giờ kiện",55,Trung lập
3318,đủ wow rồi,4,Trung lập
3319,Dispatch vào rút ổng thở,5,Không ủng hộ
3320,Fan ông này toàn nữ mà scandal tình ái phụ bạc như thế này thì fan nữ chắc quay lưng hết quá :,23,Không ủng hộ
3321,Êu không liên quân nhưng người yêu cũ màvay tiền tao tao cũng đòi á đòi nhanh chứ không muốn dây dưa,24,Không liên quan
3322,Dispacth rút ống thở của ảnh luôn,9,Không ủng hộ
3323,"Trên đời này có nhiều loại người.tôi không bênh ai,có nhung thằng đàn ông qua rồi là nó phủi bay. Nhung tui cũng không muốn chúng ta làm người tội lỗi là dồn người khác vào chỗ chưa.êt , chắc xong vụ này Kim Soo Hyun cũng tàn",57,Trung lập
3324,Kim soo hyun: Cứu Dispatch: Ca này chúng tôi chọn rút ống thở,18,Không ủng hộ
3325,Dispacth đã đến và kí vô đầu ảnh:,12,Không ủng hộ
3326,tắt thở oy,3,Không liên quan
3327,Cẩu đầu Dispatch,4,Không ủng hộ
3328,ăn đủ chuyến này rồi Kim soo hyun,8,Không ủng hộ
3329,Anh lớn lên tiếng rồi,5,Trung lập
3330,Bây giờ anh công khai anh là bot thì có cứu được nữa không,15,Không liên quan
3331,Chuyến này tàn canh roài may trực giác mình tốt chưa bao giờ để mắt đên cha này,19,Không ủng hộ
3332,ủa tưởng Dispatch cứu,4,Trung lập
3333,Thế là vụ ở VNn bị chìm thật rồi,10,Không liên quan
3334,dispatch rút ông thở à,6,Không ủng hộ
3335,Dispatch rút ống thở luôn chớ cứu gì nữa,9,Không ủng hộ
3336,Tầm này anh đi đóng phim sẽ fan mãi ở bên anh,12,Ủng hộ
3337,ôi anh tôi tạm biệt anh,6,Không liên quan
3338,5h chiều nay kênh youtube nói tiếp nhé,8,Không liên quan
3339,Có bà còn bênh được nữa,6,Không ủng hộ
3340,Dispacth rút ống thở :,7,Không ủng hộ
3341,Người tui luôn tin tưởng top1 : DISPATCH,13,Ủng hộ
3342,Dispacth cũng cứu mà là cứu Kim sae ron,12,Ủng hộ
3343,Dispatch thanh minh Dispatch thanh trừng,6,Không ủng hộ
3344,"Chắc chắn là có đứa hãm hại rồi, mới bài bản và có trình tự 1 cách hợp lý vậy chứ",24,Trung lập
3345,"Chiến này bình oxy có cũng không sài được, vì bị gỡ ống thở lun rôi !!!",23,Không ủng hộ
3346,Dispatch vào rút ống thở của Kim Soo Hyun kkkk,12,Không ủng hộ
3347,chiến này xong anh rồi,5,Không ủng hộ
3348,Dispacth có cứu mà không có cứu ảnh,10,Không ủng hộ
3349,rõ ràng cũng từng tình cảm.mà sao dồn người ta vào đường cùng quá quắt thế.anh diễn phim hay thật mà đời tư anh làm vậy là không còn 1 chút tình cảm còn lại nào của người với người,44,Không ủng hộ
3350,Dispatch rút ống thở chứ cứu gì,7,Không ủng hộ
3351,Ủa không phải dispatch cứu kim soo hyun hả :,12,Trung lập
3352,Quen lúc cổ còn chưa lớn nữa,7,Không ủng hộ
3353,Sao phải ép nhau đến mức ấy.hết tình còn nghĩa.giờ thì xong một người hết đời một người hết sự nghiệp,25,Không ủng hộ
3354,Nhưng mà đã từng yêu là phải trả nợ hộ hả mọi người ?,14,Trung lập
3355,Bây giờ chỉ có Kim soo hyun thừa nhận mình là bot thì may ra còn cứu được chứ Dispacth làm quả này thêm chiều nay leak 197 cái ảnh nữa là anh chấm hết luôn,40,Không ủng hộ
3356,chuyến này hết cứu rồi Kim soo hyun ạ,9,Không ủng hộ
3357,Thời gian dispacth cứu nhưng không dispacth rút ống thở,14,Không ủng hộ
3358,Áp lực trên vai cố bé không nhẹ tí nào. Mong bé sẽ có thế giời bình yên,20,Trung lập
3359,Không ai cứu nổi anh,5,Không ủng hộ
3360,mà mọi người ơi thôi để cho anh ấy có con đường sống chứ áp lực quá og lại chọn cách ra đi cực đoan thì khổ thôi thì hãy nhẹ nhàng với họ chút,36,Ủng hộ
3361,Chưa bao giờ xem phim anh này vì chưa bao giờ thích ả không lí do. Giờ có lí do rồi,22,Không ủng hộ
3362,đang đỉnh cao mà shop ơi,6,Trung lập
3363,Trong trường hợp này con nào bênh Anh Kim vô đây combat với taoooooo,19,Không ủng hộ
3364,Kỳ này đóng bao nhiu phim thì đền hợp đồng QC đã luôn tính ra Song Giống Kỳ chưa hẳn là tồi nhất ha ha,26,Không ủng hộ
3365,Pà không ác ai ác ?,7,Không ủng hộ
3366,Soạn văn không kịp đã ăn gương phản chiếu kính phản đòn,12,Không liên quan
3367,Dispatch rút ống thở Kim Soo Hyun,7,Không ủng hộ
3368,gòi dispatch vào rồi thì khỏi cứu nữa nha,11,Không ủng hộ
3369,"tự lái xe gây tai nạn, phải đền bù hđ chắc là lỗi thời gian kia đó= Cho mượn tiền để trả là may lắm rồi, còn cái việc nó phải làm nhân viên quán cf là chính nó gây ra chứ chẳng ai= Con nợ mà thích cái gì là được à=hh",66,Không ủng hộ
3370,1 nhát chí mệnh bên kia mang hồm đến bên này đóng nắp,14,Không ủng hộ
